location,bhk,total_sqft,bath,price_lakh,house_type,building_status,city,price_per_sqft
"Khardah, Kolkata",2 BHK,3000.0,,75.0,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1800.0,,2.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",8 BHK,5000.0,,2.5,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1200.0,,80.0,Independent House,,Kolkata,
"Saha Para, Kolkata",9 BHK,3500.0,,1.7,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",7 BHK,2800.0,,2.5,Independent House,,Kolkata,
"Nimta, Kolkata",4 BHK,2879.0,,1.5,Independent House,,Kolkata,
"Baghbazar, Kolkata",3 BHK,1800.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,1500.0,,55.0,Independent House,,Kolkata,
"Bamangachhi, Kolkata",2 BHK,1500.0,,23.0,Independent House,,Kolkata,
"Ichapur, Kolkata",6 BHK,1600.0,,65.0,Independent House,,Kolkata,
"Tollygunge, Kolkata",2 BHK,1000.0,,1.25,Independent House,,Kolkata,
"Thakuranir Chak, Kolkata",6 BHK,2160.0,,70.0,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,10000.0,,12.0,Independent House,,Kolkata,
"Kabardanga, Kolkata",3 BHK,2160.0,,60.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,1060.0,,25.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1800.0,,30.0,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,6600.0,,3.2,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,1511.0,,1.05,Independent House,,Kolkata,
"Baguihati, Kolkata",2 BHK,800.0,,51.0,Independent House,,Kolkata,
"Tala, Kolkata",3 BHK,1799.0,,1.3,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",5 BHK,4000.0,,12.5,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1979.0,,30.0,Independent House,,Kolkata,
"Budge Budge, Kolkata",5 BHK,15000.0,,2.2,Independent House,,Kolkata,
"Haltu, Kolkata",9 BHK,4500.0,,1.9,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",2 BHK,1520.0,,65.0,Independent House,,Kolkata,
"Barasat, Kolkata",2 BHK,940.0,,35.0,Independent House,,Kolkata,
"Habra, Kolkata",4 BHK,5760.0,,85.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,4500.0,,1.5,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1550.0,,47.0,Independent House,,Kolkata,
Kolkata,2 BHK,1500.0,,75.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",6 BHK,2160.0,,75.0,Independent House,,Kolkata,
"Shyambazar, Kolkata",7 BHK,3600.0,,5.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,1110.0,,70.0,Independent House,,Kolkata,
"Thakuranir Chak, Kolkata",6 BHK,2160.0,,70.0,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,10000.0,,12.0,Independent House,,Kolkata,
"Kabardanga, Kolkata",3 BHK,2160.0,,60.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,1060.0,,25.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1800.0,,30.0,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,6600.0,,3.2,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,1511.0,,1.05,Independent House,,Kolkata,
"Baguihati, Kolkata",2 BHK,800.0,,51.0,Independent House,,Kolkata,
"Tala, Kolkata",3 BHK,1799.0,,1.3,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",5 BHK,4000.0,,12.5,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1979.0,,30.0,Independent House,,Kolkata,
"Budge Budge, Kolkata",5 BHK,15000.0,,2.2,Independent House,,Kolkata,
"Haltu, Kolkata",9 BHK,4500.0,,1.9,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",2 BHK,1520.0,,65.0,Independent House,,Kolkata,
"Barasat, Kolkata",2 BHK,940.0,,35.0,Independent House,,Kolkata,
"Habra, Kolkata",4 BHK,5760.0,,85.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,4500.0,,1.5,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1550.0,,47.0,Independent House,,Kolkata,
Kolkata,2 BHK,1500.0,,75.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",6 BHK,2160.0,,75.0,Independent House,,Kolkata,
"Shyambazar, Kolkata",7 BHK,3600.0,,5.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Bamunpara, Kolkata",2 BHK,1100.0,,22.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",6 BHK,2100.0,,95.0,Independent House,,Kolkata,
"Gariahat, Kolkata",3 BHK,1650.0,,2.2,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,11000.0,,2.5,Independent House,,Kolkata,
"Kabardanga, Kolkata",2 BHK,1400.0,,30.0,Independent House,,Kolkata,
"Picnic Garden, Kolkata",2 BHK,600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,2160.0,,50.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",9 BHK,2750.0,,1.6,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,2500.0,,2.0,Independent House,,Kolkata,
"Bantala, Kolkata",9 BHK,3000.0,,1.25,Independent House,,Kolkata,
"Paikpara, Kolkata",2 BHK,700.0,,16.0,Independent House,,Kolkata,
"Taltala, Kolkata",7 BHK,2240.0,,1.6,Independent House,,Kolkata,
"Beliaghata, Kolkata",10 BHK,2520.0,,3.2,Independent House,,Kolkata,
"South Dum Dum, Kolkata",3 BHK,1250.0,,1.5,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,2400.0,,8.0,Independent House,,Kolkata,
"Haltu, Kolkata",4 BHK,3000.0,,1.5,Independent House,,Kolkata,
"Jorabagan, Kolkata",5 BHK,2200.0,,1.5,Independent House,,Kolkata,
"New Alipore, Kolkata",5 BHK,3600.0,,1.8,Independent House,,Kolkata,
"New Alipore, Kolkata",5 BHK,3600.0,,1.8,Independent House,,Kolkata,
"Thakuranir Chak, Kolkata",6 BHK,2160.0,,70.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Bamunpara, Kolkata",2 BHK,1100.0,,22.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",6 BHK,2100.0,,95.0,Independent House,,Kolkata,
"Gariahat, Kolkata",3 BHK,1650.0,,2.2,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,11000.0,,2.5,Independent House,,Kolkata,
"Kabardanga, Kolkata",2 BHK,1400.0,,30.0,Independent House,,Kolkata,
"Picnic Garden, Kolkata",2 BHK,600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,2160.0,,50.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",9 BHK,2750.0,,1.6,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,2500.0,,2.0,Independent House,,Kolkata,
"Bantala, Kolkata",9 BHK,3000.0,,1.25,Independent House,,Kolkata,
"Paikpara, Kolkata",2 BHK,700.0,,16.0,Independent House,,Kolkata,
"Taltala, Kolkata",7 BHK,2240.0,,1.6,Independent House,,Kolkata,
"Beliaghata, Kolkata",10 BHK,2520.0,,3.2,Independent House,,Kolkata,
"South Dum Dum, Kolkata",3 BHK,1250.0,,1.5,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,2400.0,,8.0,Independent House,,Kolkata,
"Haltu, Kolkata",4 BHK,3000.0,,1.5,Independent House,,Kolkata,
"Jorabagan, Kolkata",5 BHK,2200.0,,1.5,Independent House,,Kolkata,
"New Alipore, Kolkata",5 BHK,3600.0,,1.8,Independent House,,Kolkata,
"New Alipore, Kolkata",5 BHK,3600.0,,1.8,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,6600.0,,3.2,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1500.0,,75.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",7 BHK,3500.0,,95.0,Independent House,,Kolkata,
"Habra, Kolkata",3 BHK,2700.0,,4.1,Independent House,,Kolkata,
"Kalighat, Kolkata",10 BHK,8000.0,,9.0,Independent House,,Kolkata,
"Krishnanagar, Kolkata",4 BHK,2400.0,,99.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",5 BHK,3000.0,,5.0,Independent House,,Kolkata,
"Mukundapur, Kolkata",5 BHK,2500.0,,2.2,Independent House,,Kolkata,
"Purba Putiary, Kolkata",5 BHK,8400.0,,1.5,Independent House,,Kolkata,
"South Dum Dum, Kolkata",5 BHK,4800.0,,7.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",2 BHK,2160.0,,60.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",2 BHK,1442.0,,18.0,Independent House,,Kolkata,
"Baguiati, Kolkata",6 BHK,2400.0,,80.0,Independent House,,Kolkata,
"Natagarh, Kolkata",3 BHK,1300.0,,65.0,Independent House,,Kolkata,
"Diamond Harbour, Kolkata",8 BHK,4000.0,,2.0,Independent House,,Kolkata,
"Kalikapur, Kolkata",9 BHK,4000.0,,1.89,Independent House,,Kolkata,
"Haltu, Kolkata",7 BHK,3400.0,,3.5,Independent House,,Kolkata,
"Sarsuna, Kolkata",1 RK,200.0,,35.0,Independent House,,Kolkata,
"Dhakuria, Kolkata",8 BHK,3312.0,,6.0,Independent House,,Kolkata,
"New Alipore, Kolkata",10 BHK,6600.0,,3.2,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1500.0,,75.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",7 BHK,3500.0,,95.0,Independent House,,Kolkata,
"Habra, Kolkata",3 BHK,2700.0,,4.1,Independent House,,Kolkata,
"Kalighat, Kolkata",10 BHK,8000.0,,9.0,Independent House,,Kolkata,
"Krishnanagar, Kolkata",4 BHK,2400.0,,99.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",5 BHK,3000.0,,5.0,Independent House,,Kolkata,
"Mukundapur, Kolkata",5 BHK,2500.0,,2.2,Independent House,,Kolkata,
"Purba Putiary, Kolkata",5 BHK,8400.0,,1.5,Independent House,,Kolkata,
"South Dum Dum, Kolkata",5 BHK,4800.0,,7.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",2 BHK,2160.0,,60.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",2 BHK,1442.0,,18.0,Independent House,,Kolkata,
"Baguiati, Kolkata",6 BHK,2400.0,,80.0,Independent House,,Kolkata,
"Natagarh, Kolkata",3 BHK,1300.0,,65.0,Independent House,,Kolkata,
"Diamond Harbour, Kolkata",8 BHK,4000.0,,2.0,Independent House,,Kolkata,
"Kalikapur, Kolkata",9 BHK,4000.0,,1.89,Independent House,,Kolkata,
"Haltu, Kolkata",7 BHK,3400.0,,3.5,Independent House,,Kolkata,
"Sarsuna, Kolkata",1 RK,200.0,,35.0,Independent House,,Kolkata,
"Dhakuria, Kolkata",8 BHK,3312.0,,6.0,Independent House,,Kolkata,
"Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",4 BHK,5760.0,,1.0,Independent House,,Kolkata,
"Agarpara, Kolkata",5 BHK,1660.0,,46.0,Independent House,,Kolkata,
"Maniktala, Kolkata",4 BHK,1500.0,,2.52,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,3800.0,,2.4,Independent House,,Kolkata,
"Khardah, Kolkata",2 BHK,742.0,,70.0,Independent House,,Kolkata,
"Bhowanipore, Kolkata",3 BHK,1400.0,,65.0,Independent House,,Kolkata,
"Sinthi, Kolkata",4 BHK,1500.0,,96.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",4 BHK,1600.0,,65.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,2100.0,,95.0,Independent House,,Kolkata,
"Naihati, Kolkata",2 BHK,1400.0,,35.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,1500.0,,50.0,Independent House,,Kolkata,
"Khardah, Kolkata",2 BHK,700.0,,70.0,Independent House,,Kolkata,
"Garia, Kolkata",2 BHK,850.0,,70.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",8 BHK,6500.0,,5.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2600.0,,75.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",5 BHK,900.0,,55.0,Independent House,,Kolkata,
"Kasba, Kolkata",2 BHK,900.0,,7.56,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,780.0,,48.0,Independent House,,Kolkata,
"Baguihati, Kolkata",6 BHK,3200.0,,75.0,Independent House,,Kolkata,
"Haltu, Kolkata",9 BHK,4500.0,,1.9,Independent House,,Kolkata,
"Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",4 BHK,5760.0,,1.0,Independent House,,Kolkata,
"Agarpara, Kolkata",5 BHK,1660.0,,46.0,Independent House,,Kolkata,
"Maniktala, Kolkata",4 BHK,1500.0,,2.52,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,3800.0,,2.4,Independent House,,Kolkata,
"Khardah, Kolkata",2 BHK,742.0,,70.0,Independent House,,Kolkata,
"Bhowanipore, Kolkata",3 BHK,1400.0,,65.0,Independent House,,Kolkata,
"Sinthi, Kolkata",4 BHK,1500.0,,96.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",4 BHK,1600.0,,65.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,2100.0,,95.0,Independent House,,Kolkata,
"Naihati, Kolkata",2 BHK,1400.0,,35.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,1500.0,,50.0,Independent House,,Kolkata,
"Khardah, Kolkata",2 BHK,700.0,,70.0,Independent House,,Kolkata,
"Garia, Kolkata",2 BHK,850.0,,70.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",8 BHK,6500.0,,5.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2600.0,,75.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",5 BHK,900.0,,55.0,Independent House,,Kolkata,
"Kasba, Kolkata",2 BHK,900.0,,7.56,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,780.0,,48.0,Independent House,,Kolkata,
"Baguihati, Kolkata",6 BHK,3200.0,,75.0,Independent House,,Kolkata,
"Sodepur, Kolkata",3 BHK,1200.0,,35.0,Independent House,,Kolkata,
"Regent Park, Kolkata",2 BHK,760.0,,30.0,Independent House,,Kolkata,
"Raghunathpur, Kolkata",4 BHK,2160.0,,3.5,Independent House,,Kolkata,
"Behala, Kolkata",2 BHK,1200.0,,35.0,Independent House,,Kolkata,
"Ward No 113, Kolkata",4 BHK,1620.0,,33.0,Independent House,,Kolkata,
"Barasat, Kolkata",5 BHK,15000.0,,2.1,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1080.0,,50.0,Independent House,,Kolkata,
"Alipore, Kolkata",10 BHK,1800.0,,1.5,Independent House,,Kolkata,
"Paikpara, Kolkata",7 BHK,5000.0,,4.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",2 BHK,1500.0,,39.0,Independent House,,Kolkata,
"Belgachia, Kolkata",5 BHK,2880.0,,4.2,Independent House,,Kolkata,
"Keshtopur, Kolkata",10 BHK,10000.0,,4.5,Independent House,,Kolkata,
"Mominpore, Kolkata",3 BHK,550.0,,16.5,Independent House,,Kolkata,
"Baguiati, Kolkata",7 BHK,4150.0,,3.25,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",8 BHK,1800.0,,1.1,Independent House,,Kolkata,
"Thakurpukur, Kolkata",6 BHK,1600.0,,2.5,Independent House,,Kolkata,
"Amtala, Kolkata",2 BHK,1440.0,,80.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",4 BHK,8000.0,,2.15,Independent House,,Kolkata,
"Rahara, Kolkata",3 BHK,1800.0,,85.0,Independent House,,Kolkata,
"Agarpara, Kolkata",3 BHK,3000.0,,95.0,Independent House,,Kolkata,
"Tala, Kolkata",3 BHK,1799.0,,1.3,Independent House,,Kolkata,
"Bantala, Kolkata",9 BHK,3000.0,,1.25,Independent House,,Kolkata,
"Maheshtala, Kolkata",7 BHK,3500.0,,95.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",5 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Sodepur, Kolkata",3 BHK,1200.0,,35.0,Independent House,,Kolkata,
"Regent Park, Kolkata",2 BHK,760.0,,30.0,Independent House,,Kolkata,
"Raghunathpur, Kolkata",4 BHK,2160.0,,3.5,Independent House,,Kolkata,
"Behala, Kolkata",2 BHK,1200.0,,35.0,Independent House,,Kolkata,
"Ward No 113, Kolkata",4 BHK,1620.0,,33.0,Independent House,,Kolkata,
"Barasat, Kolkata",5 BHK,15000.0,,2.1,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1080.0,,50.0,Independent House,,Kolkata,
"Alipore, Kolkata",10 BHK,1800.0,,1.5,Independent House,,Kolkata,
"Paikpara, Kolkata",7 BHK,5000.0,,4.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",2 BHK,1500.0,,39.0,Independent House,,Kolkata,
"Belgachia, Kolkata",5 BHK,2880.0,,4.2,Independent House,,Kolkata,
"Keshtopur, Kolkata",10 BHK,10000.0,,4.5,Independent House,,Kolkata,
"Mominpore, Kolkata",3 BHK,550.0,,16.5,Independent House,,Kolkata,
"Baguiati, Kolkata",7 BHK,4150.0,,3.25,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",8 BHK,1800.0,,1.1,Independent House,,Kolkata,
"Thakurpukur, Kolkata",6 BHK,1600.0,,2.5,Independent House,,Kolkata,
"Amtala, Kolkata",2 BHK,1440.0,,80.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",4 BHK,8000.0,,2.15,Independent House,,Kolkata,
"Rahara, Kolkata",3 BHK,1800.0,,85.0,Independent House,,Kolkata,
"Agarpara, Kolkata",3 BHK,3000.0,,95.0,Independent House,,Kolkata,
"Barasat, Kolkata",2 BHK,900.0,,38.0,Independent House,,Kolkata,
"Netaji Nagar, Kolkata",3 BHK,620.0,,43.0,Independent House,,Kolkata,
"Rahara, Kolkata",3 BHK,1800.0,,80.0,Independent House,,Kolkata,
"Barrackpore, Kolkata",7 BHK,2800.0,,1.12,Independent House,,Kolkata,
"Diamond Harbour, Kolkata",5 BHK,4600.0,,83.0,Independent House,,Kolkata,
"Joka, Kolkata",3 BHK,1408.0,,32.05,Independent House,,Kolkata,
"Behala, Kolkata",3 BHK,1040.0,,43.0,Independent House,,Kolkata,
"Santoshpur, Kolkata",6 BHK,2100.0,,1.6,Independent House,,Kolkata,
"Bishnupur, Kolkata",2 BHK,5820.0,,71.0,Independent House,,Kolkata,
"Bhatpara, Kolkata",10 BHK,5220.0,,2.45,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,850.0,,90.0,Independent House,,Kolkata,
"Talbanda, Kolkata",2 BHK,600.0,,15.0,Independent House,,Kolkata,
"Bira, Kolkata",2 BHK,1440.0,,18.0,Independent House,,Kolkata,
"Habra, Kolkata",6 BHK,1250.0,,95.0,Independent House,,Kolkata,
"Barasat, Kolkata",3 BHK,1180.0,,36.0,Independent House,,Kolkata,
"Barabazar Market, Kolkata",3 BHK,1000.0,,20.0,Independent House,,Kolkata,
"Bhatenda, Kolkata",3 BHK,1188.0,,65.0,Independent House,,Kolkata,
"Narendrapur, Kolkata",2 BHK,1300.0,,18.0,Independent House,,Kolkata,
"Kalyan Nagar, Kolkata",2 BHK,1460.0,,50.0,Independent House,,Kolkata,
"Nayabad, Kolkata",3 BHK,1600.0,,1.2,Independent House,,Kolkata,
"Raghunathpur, Kolkata",4 BHK,2160.0,,3.5,Independent House,,Kolkata,
"Barasat, Kolkata",2 BHK,900.0,,38.0,Independent House,,Kolkata,
"Netaji Nagar, Kolkata",3 BHK,620.0,,43.0,Independent House,,Kolkata,
"Rahara, Kolkata",3 BHK,1800.0,,80.0,Independent House,,Kolkata,
"Barrackpore, Kolkata",7 BHK,2800.0,,1.12,Independent House,,Kolkata,
"Diamond Harbour, Kolkata",5 BHK,4600.0,,83.0,Independent House,,Kolkata,
"Joka, Kolkata",3 BHK,1408.0,,32.05,Independent House,,Kolkata,
"Behala, Kolkata",3 BHK,1040.0,,43.0,Independent House,,Kolkata,
"Santoshpur, Kolkata",6 BHK,2100.0,,1.6,Independent House,,Kolkata,
"Bishnupur, Kolkata",2 BHK,5820.0,,71.0,Independent House,,Kolkata,
"Bhatpara, Kolkata",10 BHK,5220.0,,2.45,Independent House,,Kolkata,
"Maheshtala, Kolkata",6 BHK,850.0,,90.0,Independent House,,Kolkata,
"Talbanda, Kolkata",2 BHK,600.0,,15.0,Independent House,,Kolkata,
"Bira, Kolkata",2 BHK,1440.0,,18.0,Independent House,,Kolkata,
"Habra, Kolkata",6 BHK,1250.0,,95.0,Independent House,,Kolkata,
"Barasat, Kolkata",3 BHK,1180.0,,36.0,Independent House,,Kolkata,
"Barabazar Market, Kolkata",3 BHK,1000.0,,20.0,Independent House,,Kolkata,
"Bhatenda, Kolkata",3 BHK,1188.0,,65.0,Independent House,,Kolkata,
"Narendrapur, Kolkata",2 BHK,1300.0,,18.0,Independent House,,Kolkata,
"Kalyan Nagar, Kolkata",2 BHK,1460.0,,50.0,Independent House,,Kolkata,
"Nayabad, Kolkata",3 BHK,1600.0,,1.2,Independent House,,Kolkata,
"Gariahat, Kolkata",5 BHK,6200.0,,5.5,Independent House,,Kolkata,
"Thakurpukur, Kolkata",7 BHK,4000.0,,3.0,Independent House,,Kolkata,
"Jorasanko, Kolkata",10 BHK,7300.0,,12.0,Independent House,,Kolkata,
"Lake Gardens, Kolkata",6 BHK,5000.0,,2.9,Independent House,,Kolkata,
"Gariahat, Kolkata",8 BHK,6538.0,,5.5,Independent House,,Kolkata,
"Dum Dum, Kolkata",5 BHK,1500.0,,60.0,Independent House,,Kolkata,
"Jodhpur Park, Kolkata",6 BHK,3000.0,,5.5,Independent House,,Kolkata,
Kolkata,6 BHK,3000.0,,5.0,Independent House,,Kolkata,
"Khardah, Kolkata",1 BHK,1000.0,,28.0,Independent House,,Kolkata,
"Bow Bazaar, Kolkata",10 BHK,15000.0,,20.0,Independent House,,Kolkata,
"Khariberia, Kolkata",2 BHK,222.0,,1.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",3 BHK,1350.0,,47.0,Independent House,,Kolkata,
Kolkata,9 BHK,3300.0,,85.0,Independent House,,Kolkata,
"Joka, Kolkata",1 BHK,450.0,,16.1,Independent House,,Kolkata,
"Bow Bazaar, Kolkata",10 BHK,5154.0,,5.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",5 BHK,2500.0,,1.4,Independent House,,Kolkata,
"Rahara, Kolkata",4 BHK,1200.0,,52.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",6 BHK,2858.0,,1.4,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",8 BHK,2800.0,,65.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",5 BHK,2345.0,,65.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2600.0,,75.0,Independent House,,Kolkata,
"Rahara, Kolkata",3 BHK,1800.0,,85.0,Independent House,,Kolkata,
"Agarpara, Kolkata",3 BHK,3000.0,,95.0,Independent House,,Kolkata,
"Joka, Kolkata",3 BHK,1408.0,,32.05,Independent House,,Kolkata,
"Bishnupur, Kolkata",2 BHK,5820.0,,71.0,Independent House,,Kolkata,
"Gariahat, Kolkata",5 BHK,6200.0,,5.5,Independent House,,Kolkata,
"Thakurpukur, Kolkata",7 BHK,4000.0,,3.0,Independent House,,Kolkata,
"Jorasanko, Kolkata",10 BHK,7300.0,,12.0,Independent House,,Kolkata,
"Lake Gardens, Kolkata",6 BHK,5000.0,,2.9,Independent House,,Kolkata,
"Gariahat, Kolkata",8 BHK,6538.0,,5.5,Independent House,,Kolkata,
"Dum Dum, Kolkata",5 BHK,1500.0,,60.0,Independent House,,Kolkata,
"Jodhpur Park, Kolkata",6 BHK,3000.0,,5.5,Independent House,,Kolkata,
Kolkata,6 BHK,3000.0,,5.0,Independent House,,Kolkata,
"Khardah, Kolkata",1 BHK,1000.0,,28.0,Independent House,,Kolkata,
"Bow Bazaar, Kolkata",10 BHK,15000.0,,20.0,Independent House,,Kolkata,
"Khariberia, Kolkata",2 BHK,222.0,,1.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",3 BHK,1350.0,,47.0,Independent House,,Kolkata,
Kolkata,9 BHK,3300.0,,85.0,Independent House,,Kolkata,
"Joka, Kolkata",1 BHK,450.0,,16.1,Independent House,,Kolkata,
"Bow Bazaar, Kolkata",10 BHK,5154.0,,5.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",5 BHK,2500.0,,1.4,Independent House,,Kolkata,
"Rahara, Kolkata",4 BHK,1200.0,,52.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",6 BHK,2858.0,,1.4,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",8 BHK,2800.0,,65.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",5 BHK,2345.0,,65.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1260.0,,60.0,Independent House,,Kolkata,
"Bagmari, Kolkata",7 BHK,2500.0,,60.0,Independent House,,Kolkata,
"Kamardanga, Kolkata",2 BHK,1125.0,,47.0,Independent House,,Kolkata,
"Kamardanga, Kolkata",2 BHK,1200.0,,47.0,Independent House,,Kolkata,
"Ichapur, Kolkata",5 BHK,2510.0,,1.0,Independent House,,Kolkata,
"Adarsha Nagar, Kolkata",2 BHK,1200.0,,33.0,Independent House,,Kolkata,
"Belghoria, Kolkata",3 BHK,1200.0,,25.5,Independent House,,Kolkata,
"Joka, Kolkata",2 BHK,740.0,,20.0,Independent House,,Kolkata,
"Barrackpore, Kolkata",4 BHK,1600.0,,55.0,Independent House,,Kolkata,
"Jorasanko, Kolkata",3 BHK,650.0,,1.4,Independent House,,Kolkata,
"Barrackpore, Kolkata",6 BHK,2500.0,,1.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",2 BHK,1080.0,,18.0,Independent House,,Kolkata,
"Garia, Kolkata",2 BHK,200.0,,7.0,Independent House,,Kolkata,
"Habra, Kolkata",6 BHK,1225.0,,1.2,Independent House,,Kolkata,
"Rajarhat, Kolkata",4 BHK,1610.0,,57.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",7 BHK,4200.0,,1.4,Independent House,,Kolkata,
"Hussainpur, Kolkata",2 BHK,3000.0,,2.5,Independent House,,Kolkata,
"Behala, Kolkata",3 BHK,2000.0,,80.0,Independent House,,Kolkata,
"Malickpur, Kolkata",4 BHK,1350.0,,54.0,Independent House,,Kolkata,
"Dunlop, Kolkata",2 BHK,900.0,,30.0,Independent House,,Kolkata,
"Raghunathpur, Kolkata",4 BHK,2160.0,,3.5,Independent House,,Kolkata,
